"","Gene","Gene.name","Tissue","TPM","pTPM","nTPM"
"2711","ENSG00000001460","STPG1","parietal cortex",5.7,6.6,7.7
"2712","ENSG00000001460","STPG1","parietal operculum",2.9,3.9,9
"2713","ENSG00000001460","STPG1","parieto-insular cortex",5.1,7.4,9
"2714","ENSG00000001460","STPG1","parieto-occipital transitional area",4,5.7,8.6
"2715","ENSG00000001460","STPG1","parieto-temporal junction (white matter)",4.9,7.9,9.1
"2716","ENSG00000001460","STPG1","parvicellular reticular nuclei",3.6,5.2,8.5
"2717","ENSG00000001460","STPG1","parvicellular reticular nuclei, medullary",6.1,8.3,9.4
"2718","ENSG00000001460","STPG1","pedunculopontine tegmental nucleus",7.4,10.9,9.5
"2719","ENSG00000001460","STPG1","periaquaductal grey, anterior",10.1,13.9,10
"2720","ENSG00000001460","STPG1","periaquaductal grey, dorsal",12.1,16.8,11
"2721","ENSG00000001460","STPG1","periaquaductal grey, lateral",9,13,9.3
"2722","ENSG00000001460","STPG1","perirhinal gyrus",4.7,6.9,8.4
"2723","ENSG00000001460","STPG1","peritrigeminal nucleus",5.8,8.2,8.9
"2724","ENSG00000001460","STPG1","piriform cortex",3.1,4.7,7.7
"2725","ENSG00000001460","STPG1","placenta",1.5,1.8,1
"2726","ENSG00000001460","STPG1","pontine nuclei",9.7,13.5,10.8
"2727","ENSG00000001460","STPG1","pontine raphe nucleus",6.6,9.1,10
"2728","ENSG00000001460","STPG1","postcentral gyrus",3.2,4.1,11.4
"2729","ENSG00000001460","STPG1","postcentral gyrus, dorsal",5.1,7,9.5
"2730","ENSG00000001460","STPG1","postcentral gyrus, middle",6.6,9.6,10.1
"2731","ENSG00000001460","STPG1","postcentral gyrus, ventral",4.4,6.6,10.2
"2732","ENSG00000001460","STPG1","posterior cingulate cortex",1,1.2,7.4
"2733","ENSG00000001460","STPG1","posterior cingulate cortex, dorsal",4,5.3,9.1
"2734","ENSG00000001460","STPG1","posterior cingulate cortex, ventral",3.5,5,8.4
"2735","ENSG00000001460","STPG1","posterior insular cortex",5,7.2,9.1
"2736","ENSG00000001460","STPG1","posterior thalamic nucleus",9.2,13.5,11.5
"2737","ENSG00000001460","STPG1","posteroventral cochlear nucleus",4,5.7,7.7
"2738","ENSG00000001460","STPG1","precentral gyrus",3,4.1,10.2
"2739","ENSG00000001460","STPG1","precentral gyrus, dorsal",3.3,4.4,9.3
"2740","ENSG00000001460","STPG1","precentral gyrus, middle",6,8.5,9.9
"2741","ENSG00000001460","STPG1","precentral gyrus, ventral",4.3,5.8,10
"2742","ENSG00000001460","STPG1","precuneus",4.6,6.5,9.1
"2743","ENSG00000001460","STPG1","premotor cortex, dorsal",5.2,7.3,9.5
"2744","ENSG00000001460","STPG1","premotor cortex, ventral",5.5,7.6,9.7
"2745","ENSG00000001460","STPG1","preoptic area",6.1,8.7,9.2
"2746","ENSG00000001460","STPG1","prepositus hypoglossal nucleus",4.4,5.9,8.1
"2747","ENSG00000001460","STPG1","pretectal area",10.5,14.2,10.6
"2748","ENSG00000001460","STPG1","principal sensory trigeminal nucleus",7.7,11.2,9.8
"2749","ENSG00000001460","STPG1","prostate",7,8.6,4.3
"2750","ENSG00000001460","STPG1","pulvinar",9.6,12.9,11.7
"2751","ENSG00000001460","STPG1","putamen",3.1,4.4,7.9
"2752","ENSG00000001460","STPG1","rectum",5.8,7.2,5.4
"2753","ENSG00000001460","STPG1","red nucleus",6.2,8.6,8.7
"2754","ENSG00000001460","STPG1","reticular pontine nucleus, caudal",3.9,5.4,8.5
"2755","ENSG00000001460","STPG1","reticular pontine nucleus, oral",5.1,7.2,9
"2756","ENSG00000001460","STPG1","reticulotegmental nucleus",4,5.6,8.3
"2757","ENSG00000001460","STPG1","retrosplenial cortex",2.5,3.5,7.3
"2758","ENSG00000001460","STPG1","salivary gland",1.1,1.8,2.5
"2759","ENSG00000001460","STPG1","seminal vesicle",4.5,5.3,3.3
"2760","ENSG00000001460","STPG1","septal nuclei",5.8,8.5,9
"2761","ENSG00000001460","STPG1","skeletal muscle",0.4,0.4,1.1
"2762","ENSG00000001460","STPG1","skin",3.7,4.7,3.2
"2763","ENSG00000001460","STPG1","small intestine",4.8,6,4.4
"2764","ENSG00000001460","STPG1","smooth muscle",7.2,8.7,5
"2765","ENSG00000001460","STPG1","somatomor cortex, precentral gyrus (white matter)",2.6,3.5,9.7
"2766","ENSG00000001460","STPG1","somatosensory cortex, postcentral gyrus, ventral (white matter)",3.4,4.6,10.6
"2767","ENSG00000001460","STPG1","spinal trigeminal nucleus, caudal",4.4,6,8.7
"2768","ENSG00000001460","STPG1","spinal trigeminal nucleus, interpolar",5.8,8,9.2
"2769","ENSG00000001460","STPG1","spinal trigeminal nucleus, oral",5.7,8.1,8.6
"2770","ENSG00000001460","STPG1","spinal vestibular nucleus",4.6,6.3,8.6
"2771","ENSG00000001460","STPG1","spleen",2.2,2.9,1.6
"2772","ENSG00000001460","STPG1","stomach",3.7,4.6,4.1
"2773","ENSG00000001460","STPG1","stria terminalis, bed nucleus",9.1,14.2,10.1
"2774","ENSG00000001460","STPG1","subcallosal gyrus",4.9,5.5,7.3
"2775","ENSG00000001460","STPG1","subcentral gyrus, S2",4.5,6.4,9.1
"2776","ENSG00000001460","STPG1","subcoeruleus area",6,8.8,9.2
"2777","ENSG00000001460","STPG1","subiculum",3.1,4.3,8
"2778","ENSG00000001460","STPG1","substantia nigra",7,9.5,9.2
"2779","ENSG00000001460","STPG1","subthalamic nucleus",4.6,6.5,8.7
"2780","ENSG00000001460","STPG1","superior colliculus",12.5,17.3,10.9
"2781","ENSG00000001460","STPG1","superior frontal gyrus",7.2,8.3,9.6
"2782","ENSG00000001460","STPG1","superior olive",6.1,8.7,9.6
"2783","ENSG00000001460","STPG1","superior parietal lobule",5.7,8.1,9.6
"2784","ENSG00000001460","STPG1","superior temporal gyrus",5,7.4,9
"2785","ENSG00000001460","STPG1","superior vestibular nucleus",5.5,7.6,9.6
"2786","ENSG00000001460","STPG1","supplementary motor cortex",5.6,7.9,9.9
"2787","ENSG00000001460","STPG1","suprachiasmatic nucleus",4.7,7.3,8.5
"2788","ENSG00000001460","STPG1","supramarginal gyrus",4.2,6,8.7
"2789","ENSG00000001460","STPG1","supraoptic nucleus",4.5,6.4,7.6
"2790","ENSG00000001460","STPG1","temporal cortex",5.4,6.6,8.4
"2791","ENSG00000001460","STPG1","temporal cortex (white matter)",3.6,5,9
"2792","ENSG00000001460","STPG1","temporal pole",4.3,6.1,8.4
"2793","ENSG00000001460","STPG1","temporal white matter",4.3,6.5,8.7
"2794","ENSG00000001460","STPG1","temporo-insular cortex, parainsular gyrus",3.6,5.3,8.1
"2795","ENSG00000001460","STPG1","temporo-occipital transitional zone",5,7.2,9.1
"2796","ENSG00000001460","STPG1","testis",46.7,60,26
"2797","ENSG00000001460","STPG1","thymus",3.6,4.5,2.7
"2798","ENSG00000001460","STPG1","thyroid gland",7.5,9.4,4.6
"2799","ENSG00000001460","STPG1","tongue",1.1,1.2,2.5
"2800","ENSG00000001460","STPG1","tonsil",2.4,3.1,2.7
"2801","ENSG00000001460","STPG1","transversal temporal gyrus, anterior",5.7,8.4,9.4
"2802","ENSG00000001460","STPG1","transversal temporal gyrus, posterior",5.2,7.5,9.2
"2803","ENSG00000001460","STPG1","urinary bladder",4.8,5.8,4.1
"2804","ENSG00000001460","STPG1","ventral medullary reticular nucleus",5,7.2,8.1
"2805","ENSG00000001460","STPG1","ventral periolivary nuclei",7,10,9.9
"2806","ENSG00000001460","STPG1","ventral posterolateral thalamic nucleus",8.2,11.1,11.3
"2807","ENSG00000001460","STPG1","ventral posteromedial thalamic nucleus",7.8,10.9,10.7
"2808","ENSG00000001460","STPG1","ventral tegmental area",4.8,6.6,8.5
"2809","ENSG00000001460","STPG1","ventral thalamic nuclei",8.6,11.6,10.5
"2810","ENSG00000001460","STPG1","ventrolateral medulla, A1/C1 cell groups",5,7.1,8.3
"2811","ENSG00000001460","STPG1","ventrolateral prefrontal cortex",3.8,4.3,8.5
"2812","ENSG00000001460","STPG1","ventrolateral tegmental area, A5 NE cell group",5.5,7.6,9.4
"2813","ENSG00000001460","STPG1","ventromedial nucleus",6.9,10,7.9
"2814","ENSG00000001460","STPG1","ventromedial prefrontal cortex",7,8,8.4
"2815","ENSG00000001460","STPG1","vermis",5.2,8.1,8.8
"2816","ENSG00000001460","STPG1","zona incerta",4.4,5.9,8.7
"2817","ENSG00000001461","NIPAL3","adipose tissue",8.9,10.5,8.5
"2818","ENSG00000001461","NIPAL3","adrenal gland",9.5,11.4,7.3
"2819","ENSG00000001461","NIPAL3","amygdala",49.3,66,47.9
"2820","ENSG00000001461","NIPAL3","angular gyrus",60,85.1,50.7
"2821","ENSG00000001461","NIPAL3","angular gyrus (white matter)",89.7,143.1,66.2
"2822","ENSG00000001461","NIPAL3","anterior cingulate cortex, supragenual-dorsal",38.4,52.1,37.2
"2823","ENSG00000001461","NIPAL3","anterior cingulate cortex, supragenual-ventral",41.7,56.1,43.9
"2824","ENSG00000001461","NIPAL3","anterior cingulate gyrus, pregenual-dorsal",19.5,22.1,33.7
"2825","ENSG00000001461","NIPAL3","anterior cingulate gyrus, pregenual-ventral",15,16.8,26.2
"2826","ENSG00000001461","NIPAL3","anterior cingulate gyrus, subgenual",21.7,24.9,30.4
"2827","ENSG00000001461","NIPAL3","anterior cochlear nucleus, ventral",62.8,89.3,53.7
"2828","ENSG00000001461","NIPAL3","anterior funiculus (white matter)",73.4,107.4,57.1
"2829","ENSG00000001461","NIPAL3","anterior insular cortex, dorsal",41.7,57.4,41.8
"2830","ENSG00000001461","NIPAL3","anterior insular cortex, ventral",58.5,85.4,46.6
"2831","ENSG00000001461","NIPAL3","anterior thalamic nucleus, ventral",64.6,88.5,49.5
"2832","ENSG00000001461","NIPAL3","appendix",11,14.7,8.4
"2833","ENSG00000001461","NIPAL3","arcuate nucleus",59.9,85.3,37.4
"2834","ENSG00000001461","NIPAL3","area parastriata, inferior",55.1,75.7,52.7
"2835","ENSG00000001461","NIPAL3","area parastriata, parietal",54.6,78,45.5
"2836","ENSG00000001461","NIPAL3","area parastriata, superior",47.7,64,48.7
"2837","ENSG00000001461","NIPAL3","area parastriata, temporal",52.9,73.9,46.1
"2838","ENSG00000001461","NIPAL3","area postrema",48.4,67.7,48
"2839","ENSG00000001461","NIPAL3","area striata",55.9,83.3,44.3
"2840","ENSG00000001461","NIPAL3","area striata (white matter)",56.3,73.8,47.9
"2841","ENSG00000001461","NIPAL3","basal amygdala",41.1,56.2,44.7
"2842","ENSG00000001461","NIPAL3","bone marrow",5.4,7.5,8.5
"2843","ENSG00000001461","NIPAL3","breast",15.4,18.7,13
"2844","ENSG00000001461","NIPAL3","caudate nucleus",55.1,74.4,49.3
"2845","ENSG00000001461","NIPAL3","central amygdala",51.4,70.1,51.3
"2846","ENSG00000001461","NIPAL3","centromedial thalamic nucleus",79,113.5,58.2
"2847","ENSG00000001461","NIPAL3","cerebellar cortex",96.2,148.4,69.7
"2848","ENSG00000001461","NIPAL3","cerebellar nuclei",91.6,127.1,62.7
"2849","ENSG00000001461","NIPAL3","cerebellar white matter",113.2,167,84
"2850","ENSG00000001461","NIPAL3","cervical spinal cord, central gray",57.6,82.4,45.4
"2851","ENSG00000001461","NIPAL3","cervical spinal cord, dorsal horn",61.2,86.1,52
"2852","ENSG00000001461","NIPAL3","cervical spinal cord, ventral horn",66.5,89,61.5
"2853","ENSG00000001461","NIPAL3","cervix",14.5,17.1,9.7
"2854","ENSG00000001461","NIPAL3","choroid plexus",22,29,28.1
"2855","ENSG00000001461","NIPAL3","claustrum",59.2,82.1,50.6
"2856","ENSG00000001461","NIPAL3","colon",13.6,16.9,13.9
"2857","ENSG00000001461","NIPAL3","corpus callosum, genu (white matter)",113.2,181,81.3
"2858","ENSG00000001461","NIPAL3","corpus callosum, splenium (white matter)",92.9,144.8,74.2
"2859","ENSG00000001461","NIPAL3","corticomedial amygdala",38.1,52.1,40.1
"2860","ENSG00000001461","NIPAL3","cuneate nuclei",69.5,96.9,58.6
"2861","ENSG00000001461","NIPAL3","cuneiform nucleus",91.7,126.5,61.4
"2862","ENSG00000001461","NIPAL3","dentate gyrus",36.2,50.2,38.3
"2863","ENSG00000001461","NIPAL3","dorsal cochlear nucleus",65.9,89.9,56.4
"2864","ENSG00000001461","NIPAL3","dorsal funiculus (white matter)",60.4,87.4,52.9
"2865","ENSG00000001461","NIPAL3","dorsal medullary reticular nucleus",80.9,115.4,58.7
"2866","ENSG00000001461","NIPAL3","dorsal motor vagal complex",58.6,78.4,50.8
"2867","ENSG00000001461","NIPAL3","dorsal raphe nucleus",66.5,93.5,48.2
"2868","ENSG00000001461","NIPAL3","dorsal tegmental nucleus",73.6,113,55.3
"2869","ENSG00000001461","NIPAL3","dorsolateral prefrontal cortex",23.7,26.6,43.3
"2870","ENSG00000001461","NIPAL3","dorsolateral tegmental area",79.4,115.3,59.5
"2871","ENSG00000001461","NIPAL3","dorsomedial nucleus",77.9,112.1,41.8
"2872","ENSG00000001461","NIPAL3","dorsomedial prefrontal cortex",22.6,25.8,43.3
"2873","ENSG00000001461","NIPAL3","duodenum",11.3,14.3,11.4
"2874","ENSG00000001461","NIPAL3","endometrium",10.2,12.9,6.2
"2875","ENSG00000001461","NIPAL3","entorhinal gyrus",54,76.3,46.1
"2876","ENSG00000001461","NIPAL3","epididymis",13.8,17.3,11.8
"2877","ENSG00000001461","NIPAL3","esophagus",16.4,19.3,15.6
"2878","ENSG00000001461","NIPAL3","fallopian tube",23.1,27.9,14.7
"2879","ENSG00000001461","NIPAL3","flocculonodular lobe",89.4,138.4,68.2
"2880","ENSG00000001461","NIPAL3","frontal cortex",23.6,26.7,42.7
"2881","ENSG00000001461","NIPAL3","frontal eye field",45.5,62.8,41.4
"2882","ENSG00000001461","NIPAL3","frontal operculum",51.8,76.6,39.4
"2883","ENSG00000001461","NIPAL3","frontomarginal cortex",25.3,28.8,42.1
"2884","ENSG00000001461","NIPAL3","frontopolar cortex",32.8,38.2,40.7
"2885","ENSG00000001461","NIPAL3","fusiform gyrus",53.3,77.9,44
"2886","ENSG00000001461","NIPAL3","fusiform gyrus (white matter)",56.1,79,48.3
"2887","ENSG00000001461","NIPAL3","gallbladder",13.7,17.3,8.9
"2888","ENSG00000001461","NIPAL3","gigantocellular reticular nuclei, medullary",69.6,94.1,62.1
"2889","ENSG00000001461","NIPAL3","gigantocellular reticular nuclei, pars",73.6,104.3,58.3
"2890","ENSG00000001461","NIPAL3","globus pallidus, externus",82.1,116.5,67.2
"2891","ENSG00000001461","NIPAL3","globus pallidus, internus",82.5,119.1,65.9
"2892","ENSG00000001461","NIPAL3","gyrus rectus",21.8,24.7,34.7
"2893","ENSG00000001461","NIPAL3","habenula",64.8,91.9,46.9
"2894","ENSG00000001461","NIPAL3","heart muscle",8.3,9.1,12.9
"2895","ENSG00000001461","NIPAL3","hippocampus",36.5,49.6,37.7
"2896","ENSG00000001461","NIPAL3","hippocampus, CA1",42.8,61,37.9
"2897","ENSG00000001461","NIPAL3","hippocampus, CA2",44.3,62.8,39.1
"2898","ENSG00000001461","NIPAL3","hippocampus, CA3",30.2,42.3,31.2
"2899","ENSG00000001461","NIPAL3","inferior colliculus",80.5,114.9,51.8
"2900","ENSG00000001461","NIPAL3","inferior frontal gyrus, opercular",30.9,40.1,37.5
"2901","ENSG00000001461","NIPAL3","inferior frontal gyrus, orbital",28.5,33.3,46.2
"2902","ENSG00000001461","NIPAL3","inferior frontal gyrus, triangular",26.9,31.3,39.4
"2903","ENSG00000001461","NIPAL3","inferior olive",61.5,81.4,58
"2904","ENSG00000001461","NIPAL3","inferior parietal lobule",46.2,65.5,40.5
"2905","ENSG00000001461","NIPAL3","inferior temporal gyrus",48,70,39.5
"2906","ENSG00000001461","NIPAL3","intraparietal deep sulcus",53.3,74.5,48.8
"2907","ENSG00000001461","NIPAL3","kidney",15.3,17.4,14
"2908","ENSG00000001461","NIPAL3","Kolliker-Fuse nucleus",60.7,85.1,51.4
"2909","ENSG00000001461","NIPAL3","lateral amygdala",53,70.9,55.2
"2910","ENSG00000001461","NIPAL3","lateral funiculus (white matter)",75.2,107.2,53.9
"2911","ENSG00000001461","NIPAL3","lateral geniculate body",68.3,91.9,59.5
"2912","ENSG00000001461","NIPAL3","lateral hypothalamic area",94.8,132.8,62
"2913","ENSG00000001461","NIPAL3","lateral lemniscal nuclei",80,113.4,62.4
"2914","ENSG00000001461","NIPAL3","lateral medullary reticular nucleus",72.5,101.2,57.8
"2915","ENSG00000001461","NIPAL3","lateral parabrachial nucleus",88,129.8,62.3
"2916","ENSG00000001461","NIPAL3","lateral thalamic nuclei",54.4,72.1,57.3
"2917","ENSG00000001461","NIPAL3","lateral vestibular nucleus",75.8,104.6,66.2
"2918","ENSG00000001461","NIPAL3","lingual gyrus",43.2,62.3,37.6
"2919","ENSG00000001461","NIPAL3","liver",1.3,1.4,2.6
"2920","ENSG00000001461","NIPAL3","locus coeruleus",73.9,101.7,56
"2921","ENSG00000001461","NIPAL3","lung",20.9,26,14
"2922","ENSG00000001461","NIPAL3","lymph node",13.4,17.5,11.7
"2923","ENSG00000001461","NIPAL3","mamillary body",89.8,123.8,59.3
"2924","ENSG00000001461","NIPAL3","medial dorsal thalamic nucleus",59.1,78.7,49.6
"2925","ENSG00000001461","NIPAL3","medial geniculate body",54.3,73.2,50.5
"2926","ENSG00000001461","NIPAL3","medial olivary nucleus",69.7,100.6,54.9
"2927","ENSG00000001461","NIPAL3","medial parabrachial nucleus",77,109.4,55.8
"2928","ENSG00000001461","NIPAL3","medial periolivary nuclei",80.2,111.5,63
"2929","ENSG00000001461","NIPAL3","medial vestibular nucleus",69.2,93.3,57.7
"2930","ENSG00000001461","NIPAL3","median raphe nucleus",61.5,84.3,50.8
"2931","ENSG00000001461","NIPAL3","middle cingulate cortex",39.6,53.1,43.5
"2932","ENSG00000001461","NIPAL3","middle frontal gyrus",39.8,50.5,52
"2933","ENSG00000001461","NIPAL3","middle temporal gyrus",55.1,81.7,43.1
"2934","ENSG00000001461","NIPAL3","motor facial nucleus",73,99.4,62.5
"2935","ENSG00000001461","NIPAL3","motor hypoglossal nucleus",65.8,96.1,54.9
"2936","ENSG00000001461","NIPAL3","motor trigeminal nucleus",63.7,91.2,52.5
"2937","ENSG00000001461","NIPAL3","nuclei of the trapezoid body",84.8,118.1,63.5
"2938","ENSG00000001461","NIPAL3","nucleus accumbens",62.8,90.2,50
"2939","ENSG00000001461","NIPAL3","nucleus ambiguus",86.5,130.8,58.8
"2940","ENSG00000001461","NIPAL3","nucleus basalis of Meynert",58.8,81.3,51.8
"2941","ENSG00000001461","NIPAL3","nucleus cuneatus",57.9,77.3,57.9
"2942","ENSG00000001461","NIPAL3","nucleus gracilis",61.3,82.3,59.1
"2943","ENSG00000001461","NIPAL3","nucleus of the diagonal band",52.8,77.4,36.8
"2944","ENSG00000001461","NIPAL3","nucleus raphe magnus",74.6,102.9,62.3
"2945","ENSG00000001461","NIPAL3","nucleus raphe obscurus",76.8,112.7,56.8
"2946","ENSG00000001461","NIPAL3","nucleus raphe pallidus",72.6,107.5,54
"2947","ENSG00000001461","NIPAL3","nucleus reuniens",74.3,103.1,58.7
"2948","ENSG00000001461","NIPAL3","nucleus rhomboideus",44.1,58.6,45.9
"2949","ENSG00000001461","NIPAL3","nucleus tractus solitarii",58.2,82.8,43.8
"2950","ENSG00000001461","NIPAL3","occipital cortex",42,56.6,44.3
"2951","ENSG00000001461","NIPAL3","occipital cortex (white matter)",63.5,84.9,54.5
"2952","ENSG00000001461","NIPAL3","olfactory area",49.7,70.6,41.5
"2953","ENSG00000001461","NIPAL3","olfactory tubercle",43.3,62,38.2
"2954","ENSG00000001461","NIPAL3","orbitofrontal gyrus, anterior",27.3,35,37.9
"2955","ENSG00000001461","NIPAL3","orbitofrontal gyrus, lateral",23.4,26.9,36.2
"2956","ENSG00000001461","NIPAL3","orbitofrontal gyrus, medial",23.4,26.4,38.9
"2957","ENSG00000001461","NIPAL3","orbitofrontal gyrus, posterior",23,26.7,35.5
"2958","ENSG00000001461","NIPAL3","ovary",8.7,10.8,7.2
"2959","ENSG00000001461","NIPAL3","pancreas",3.5,4.5,17.3
"2960","ENSG00000001461","NIPAL3","paracentral lobule, anterior",41.3,55.9,40.7
"2961","ENSG00000001461","NIPAL3","paracentral lobule, posterior",42.1,55.8,45.9
"2962","ENSG00000001461","NIPAL3","parahippocampal cortex",39.9,55.5,38.3
"2963","ENSG00000001461","NIPAL3","parahippocampal cortex (white matter)",93.2,138.8,58.5
"2964","ENSG00000001461","NIPAL3","paramedian reticular nucleus",77.1,110,56.5
"2965","ENSG00000001461","NIPAL3","parathyroid gland",26.9,31.4,22.1
"2966","ENSG00000001461","NIPAL3","paraventricular nucleus",79.1,112.7,50.7
"2967","ENSG00000001461","NIPAL3","parietal cortex",27.9,31.9,45.3
"2968","ENSG00000001461","NIPAL3","parietal operculum",30.8,41.1,36.4
"2969","ENSG00000001461","NIPAL3","parieto-insular cortex",50.6,71.4,43.7
"2970","ENSG00000001461","NIPAL3","parieto-occipital transitional area",49,68.6,45.7
"2971","ENSG00000001461","NIPAL3","parieto-temporal junction (white matter)",116.3,188.4,91
"2972","ENSG00000001461","NIPAL3","parvicellular reticular nuclei",65.9,92.8,56.5
"2973","ENSG00000001461","NIPAL3","parvicellular reticular nuclei, medullary",77,104.4,57.4
"2974","ENSG00000001461","NIPAL3","pedunculopontine tegmental nucleus",82.4,119.7,60.3
"2975","ENSG00000001461","NIPAL3","periaquaductal grey, anterior",81.1,110.5,52.2
"2976","ENSG00000001461","NIPAL3","periaquaductal grey, dorsal",67.7,94.7,42.6
"2977","ENSG00000001461","NIPAL3","periaquaductal grey, lateral",75.8,107.3,49.5
"2978","ENSG00000001461","NIPAL3","perirhinal gyrus",46.5,66.7,38.9
"2979","ENSG00000001461","NIPAL3","peritrigeminal nucleus",81.2,114.2,59
"2980","ENSG00000001461","NIPAL3","piriform cortex",70.9,104.2,54.1
"2981","ENSG00000001461","NIPAL3","placenta",5,6,3.5
"2982","ENSG00000001461","NIPAL3","pontine nuclei",92.2,128.5,65.4
"2983","ENSG00000001461","NIPAL3","pontine raphe nucleus",64.1,87.4,54.8
"2984","ENSG00000001461","NIPAL3","postcentral gyrus",28.4,35.4,38.4
"2985","ENSG00000001461","NIPAL3","postcentral gyrus, dorsal",54.2,73.9,48.6
"2986","ENSG00000001461","NIPAL3","postcentral gyrus, middle",49,70.7,42.7
"2987","ENSG00000001461","NIPAL3","postcentral gyrus, ventral",54.3,80.1,53.1
"2988","ENSG00000001461","NIPAL3","posterior cingulate cortex",26.8,33.4,37
"2989","ENSG00000001461","NIPAL3","posterior cingulate cortex, dorsal",43.1,56.7,46.5
"2990","ENSG00000001461","NIPAL3","posterior cingulate cortex, ventral",43.2,59.5,42.5
"2991","ENSG00000001461","NIPAL3","posterior insular cortex",40.9,58.6,37.3
"2992","ENSG00000001461","NIPAL3","posterior thalamic nucleus",51.9,74.3,49.6
